support_f1,coef_error,practical_score,threshold,status,setting,system,system_label,method,method_label,q,pod_rank,sparse_factor,noise,seed
0.6666666666666666,0.1916735179033571,0.5594373430733,0.07,ok,PDE,burgers,Burgers,pod_edmd_rbf,POD-EDMD-RBF,5,6,8,0.03,0
0.6666666666666666,0.19043467426511018,0.5600195299067706,0.07,ok,PDE,burgers,Burgers,pod_edmd_rbf,POD-EDMD-RBF,5,6,8,0.03,1
0.6666666666666666,0.20376836179935096,0.5538164050682945,0.1,ok,PDE,burgers,Burgers,pod_edmd_rbf,POD-EDMD-RBF,5,6,8,0.03,2
0.6666666666666666,0.1938568192408359,0.5584142553129567,0.07,ok,PDE,burgers,Burgers,pod_edmd_rbf,POD-EDMD-RBF,5,6,8,0.03,3
0.6666666666666666,0.20852835307329992,0.5516351064261972,0.07,ok,PDE,burgers,Burgers,pod_edmd_rbf,POD-EDMD-RBF,5,6,8,0.03,4
0.6666666666666666,0.22988696893787408,0.5420552323132569,0.1,ok,PDE,burgers,Burgers,pod_edmd_rbf,POD-EDMD-RBF,5,8,8,0.03,0
0.6666666666666666,0.21013656227205127,0.550902011765506,0.1,ok,PDE,burgers,Burgers,pod_edmd_rbf,POD-EDMD-RBF,5,8,8,0.03,1
0.6666666666666666,0.21974847329926425,0.5465607715526941,0.1,ok,PDE,burgers,Burgers,pod_edmd_rbf,POD-EDMD-RBF,5,8,8,0.03,2
0.6666666666666666,0.23355264903343376,0.5404444367972798,0.1,ok,PDE,burgers,Burgers,pod_edmd_rbf,POD-EDMD-RBF,5,8,8,0.03,3
0.6666666666666666,0.21767539642328346,0.5474912843150874,0.1,ok,PDE,burgers,Burgers,pod_edmd_rbf,POD-EDMD-RBF,5,8,8,0.03,4
0.6666666666666666,0.25285246368791225,0.5321190531120147,0.1,ok,PDE,burgers,Burgers,pod_edmd_rbf,POD-EDMD-RBF,5,10,8,0.03,0
0.6666666666666666,0.24301108878944166,0.5363320349104269,0.1,ok,PDE,burgers,Burgers,pod_edmd_rbf,POD-EDMD-RBF,5,10,8,0.03,1
0.6666666666666666,0.2618193230521413,0.5283376585596308,0.1,ok,PDE,burgers,Burgers,pod_edmd_rbf,POD-EDMD-RBF,5,10,8,0.03,2
0.6666666666666666,0.24602659250754003,0.5350340600075375,0.1,ok,PDE,burgers,Burgers,pod_edmd_rbf,POD-EDMD-RBF,5,10,8,0.03,3
0.6666666666666666,0.25122116108780346,0.5328128131137672,0.1,ok,PDE,burgers,Burgers,pod_edmd_rbf,POD-EDMD-RBF,5,10,8,0.03,4
0.6666666666666666,0.40214105399450173,0.4754633385617143,0.2,ok,PDE,burgers,Burgers,pod_edmd_rbf,POD-EDMD-RBF,5,12,8,0.03,0
0.6666666666666666,0.24816770485146492,0.5341162602392453,0.1,ok,PDE,burgers,Burgers,pod_edmd_rbf,POD-EDMD-RBF,5,12,8,0.03,1
0.6666666666666666,0.298253365299484,0.5135104475641998,0.1,ok,PDE,burgers,Burgers,pod_edmd_rbf,POD-EDMD-RBF,5,12,8,0.03,2
0.6666666666666666,0.2524743732101064,0.5322796864561725,0.1,ok,PDE,burgers,Burgers,pod_edmd_rbf,POD-EDMD-RBF,5,12,8,0.03,3
0.6666666666666666,0.2880831064843079,0.5175649484964255,0.1,ok,PDE,burgers,Burgers,pod_edmd_rbf,POD-EDMD-RBF,5,12,8,0.03,4
0.6666666666666666,0.5793010265374574,0.4221276725997587,0.07,ok,PDE,burgers,Burgers,pod_edmd_rbf,POD-EDMD-RBF,7,1,8,0.03,0
0.6666666666666666,0.5801091563157621,0.42191177995644935,0.07,ok,PDE,burgers,Burgers,pod_edmd_rbf,POD-EDMD-RBF,7,1,8,0.03,1
0.6666666666666666,0.577818450535438,0.42252431922090344,0.07,ok,PDE,burgers,Burgers,pod_edmd_rbf,POD-EDMD-RBF,7,1,8,0.03,2
0.6666666666666666,0.5743848776941634,0.4234458016664029,0.07,ok,PDE,burgers,Burgers,pod_edmd_rbf,POD-EDMD-RBF,7,1,8,0.03,3
0.6666666666666666,0.5835834351474443,0.4209861330133165,0.07,ok,PDE,burgers,Burgers,pod_edmd_rbf,POD-EDMD-RBF,7,1,8,0.03,4
0.6666666666666666,0.3035478371110843,0.511424780654103,0.07,ok,PDE,burgers,Burgers,pod_edmd_rbf,POD-EDMD-RBF,7,2,8,0.03,0
0.6666666666666666,0.2985991237247937,0.5133737228733494,0.07,ok,PDE,burgers,Burgers,pod_edmd_rbf,POD-EDMD-RBF,7,2,8,0.03,1
0.6666666666666666,0.3015313520158831,0.5122171399360428,0.07,ok,PDE,burgers,Burgers,pod_edmd_rbf,POD-EDMD-RBF,7,2,8,0.03,2
0.6666666666666666,0.3016683915506517,0.5121632137602111,0.05,ok,PDE,burgers,Burgers,pod_edmd_rbf,POD-EDMD-RBF,7,2,8,0.03,3
0.6666666666666666,0.3086096578456939,0.5094465432604024,0.07,ok,PDE,burgers,Burgers,pod_edmd_rbf,POD-EDMD-RBF,7,2,8,0.03,4
