system,method,method_label,sparse_factor,noise,seed,observation_sha256,n_observed,obs_dt,observed_t_end,pod_rank,upsample,practical_score,support_f1,coef_error,threshold,exact_support,weak_truth_residual,weak_fit_residual,weak_rows,library_columns,state_error,n_state_samples,status,wall_seconds,tv_lambda,tv_cv_mse,tv_grid_edge,tv_grid_lower,tv_grid_upper,tv_cv_folds,tv_cv_spatial_points,tv_final_primal_objective,tv_final_dual_objective,tv_final_primal_dual_gap,tv_final_relative_primal_dual_gap,tv_final_max_relative_gap,tv_final_kkt_stationarity_max,tv_final_kkt_complementarity_gap,tv_final_kkt_subgradient_prox_max,tv_final_masked_dual_stationarity_max,tv_final_dual_box_violation,tv_final_dual_scale_min,tv_final_converged,tv_final_iterations,tv_final_rho,tv_final_tolerance,tv_final_method,tv_final_elapsed_seconds,tv_final_n_observed,tv_final_n_times,tv_final_n_channels,tv_final_objective
burgers,tv_weak,TV states + weak,8,0.1,2,8f295ae0239dc3220cdf7606629748fa330b63dfb36786bde9204cfc164075b0,49,0.04,1.92,0,1,0.9898558976421535,1.0,0.010248059724662901,0.01,1,0.04909980083476346,0.04804815627413432,112,8,0.03781491451156941,49,ok,1.6556008030020166,1.0,0.013247107760107894,0.0,0.0,0.0,3.0,8.0,"[0.18339541760797323, 0.21650779232956494, 0.24604701867643122, 0.30209580311218215, 0.20764783813761994, 0.21251924055521876, 0.23233357960420864, 0.2175541717468758, 0.20099292263139384, 0.23609521843280346, 0.3133759566206756, 0.24787269514638016, 0.25793928975685193, 0.24816833669785368, 0.2575506239780002, 0.3251359860502232, 0.2694855378797177, 0.2935557711661638, 0.24773610572787885, 0.28059588012358405, 0.25323382970918973, 0.3201795276482122, 0.2767187679608485, 0.3226360583429063, 0.3926369989194542, 0.36389281550943187, 0.3300255571818075, 0.33899543054295217, 0.32171913816233066, 0.2594511637060697, 0.34250268818565877, 0.3819400543109682, 0.32143353870729946, 0.2945728689960563, 0.3476840108968641, 0.3767804014708719, 0.38422776283676235, 0.4390932838318848, 0.3742381274831694, 0.37355447586086454, 0.28200217182880716, 0.27612297241391415, 0.3807088892410778, 0.35584416420029746, 0.3031718319330368, 0.2757640149488271, 0.28679453331464233, 0.3840758239352563, 0.30810876372296114, 0.24616411644176633, 0.293639008233346, 0.22337964152933074, 0.23538090129534686, 0.26416316011054763, 0.3072192382255788, 0.2994636017149047, 0.3222900903398804, 0.23938639329482675, 0.2576966864742225, 0.22562022306284113, 0.1435600653085985, 0.28667016206702217, 0.20260013259411158, 0.19078560544757137]","[0.1833954176079728, 0.21650779232956435, 0.24604701867637407, 0.3020958031121802, 0.20764783813761817, 0.21251924055521532, 0.23233295851028601, 0.2175541717468727, 0.20099292263139107, 0.23609521843279957, 0.31337595662067247, 0.2478726951463767, 0.2579392897568449, 0.24816833669785007, 0.2575506239779964, 0.32513598605022154, 0.26948553787971435, 0.293555771166161, 0.24773610572502683, 0.2805958801235816, 0.25323382970918495, 0.3201795276482075, 0.2767187679608423, 0.32263605834289755, 0.39263699891944726, 0.3638928155094236, 0.3300255571817994, 0.33899543054294634, 0.32171913816232417, 0.25945116370606436, 0.3425026881856548, 0.38194005431096584, 0.3214335384597925, 0.2945728668748659, 0.34768401086818357, 0.3767804014708635, 0.38422776283675497, 0.43909328383187457, 0.3742381274831567, 0.3735544758608545, 0.2820021718287983, 0.2761229724139059, 0.38070888924107366, 0.35584416420029463, 0.3031718319330332, 0.2757639375558629, 0.2867945333146396, 0.384075823930097, 0.3081087637229574, 0.24616411644175723, 0.29363900823332395, 0.22337964152932716, 0.23538090129534275, 0.2641631601105436, 0.30721923822557473, 0.2994636017149013, 0.32229009033987577, 0.23938639329482414, 0.25769668623228237, 0.22562022306283716, 0.1435600653085969, 0.2866684252039627, 0.20260013181797645, 0.1907757898230439]","[4.440892098500626e-16, 5.828670879282072e-16, 5.714873019257993e-14, 1.942890293094024e-15, 1.7763568394002505e-15, 3.4416913763379853e-15, 6.210939226258816e-07, 3.1086244689504383e-15, 2.7755575615628914e-15, 3.885780586188048e-15, 3.1086244689504383e-15, 3.469446951953614e-15, 7.049916206369744e-15, 3.608224830031759e-15, 3.83026943495679e-15, 1.6653345369377348e-15, 3.3306690738754696e-15, 2.831068712794149e-15, 2.852024172383949e-12, 2.4424906541753444e-15, 4.773959005888173e-15, 4.718447854656915e-15, 6.161737786669619e-15, 8.770761894538737e-15, 6.938893903907228e-15, 8.271161533457416e-15, 8.104628079763643e-15, 5.828670879282072e-15, 6.494804694057166e-15, 5.329070518200751e-15, 3.941291737419306e-15, 2.3869795029440866e-15, 2.4750695937214573e-10, 2.121190390003136e-09, 2.8680557928595363e-11, 8.382183835919932e-15, 7.382983113757291e-15, 1.021405182655144e-14, 1.2712053631958042e-14, 1.0047518372857667e-14, 8.881784197001252e-15, 8.271161533457416e-15, 4.163336342344337e-15, 2.831068712794149e-15, 3.608224830031759e-15, 7.739296414843722e-08, 2.7200464103316335e-15, 5.159317417735565e-12, 3.7192471324942744e-15, 9.103828801926284e-15, 2.2037927038809357e-14, 3.58046925441613e-15, 4.107825191113079e-15, 4.052314039881821e-15, 4.052314039881821e-15, 3.4416913763379853e-15, 4.6074255521944e-15, 2.609024107869118e-15, 2.419401345932215e-10, 3.969047313034935e-15, 1.582067810090848e-15, 1.7368630594871703e-06, 7.761351283885887e-10, 9.815624527453881e-06]","[4.440892098500626e-16, 5.828670879282072e-16, 5.714873019257993e-14, 1.942890293094024e-15, 1.7763568394002505e-15, 3.4416913763379853e-15, 6.210939226258816e-07, 3.1086244689504383e-15, 2.7755575615628914e-15, 3.885780586188048e-15, 3.1086244689504383e-15, 3.469446951953614e-15, 7.049916206369744e-15, 3.608224830031759e-15, 3.83026943495679e-15, 1.6653345369377348e-15, 3.3306690738754696e-15, 2.831068712794149e-15, 2.852024172383949e-12, 2.4424906541753444e-15, 4.773959005888173e-15, 4.718447854656915e-15, 6.161737786669619e-15, 8.770761894538737e-15, 6.938893903907228e-15, 8.271161533457416e-15, 8.104628079763643e-15, 5.828670879282072e-15, 6.494804694057166e-15, 5.329070518200751e-15, 3.941291737419306e-15, 2.3869795029440866e-15, 2.4750695937214573e-10, 2.121190390003136e-09, 2.8680557928595363e-11, 8.382183835919932e-15, 7.382983113757291e-15, 1.021405182655144e-14, 1.2712053631958042e-14, 1.0047518372857667e-14, 8.881784197001252e-15, 8.271161533457416e-15, 4.163336342344337e-15, 2.831068712794149e-15, 3.608224830031759e-15, 7.739296414843722e-08, 2.7200464103316335e-15, 5.159317417735565e-12, 3.7192471324942744e-15, 9.103828801926284e-15, 2.2037927038809357e-14, 3.58046925441613e-15, 4.107825191113079e-15, 4.052314039881821e-15, 4.052314039881821e-15, 3.4416913763379853e-15, 4.6074255521944e-15, 2.609024107869118e-15, 2.419401345932215e-10, 3.969047313034935e-15, 1.582067810090848e-15, 1.7368630594871703e-06, 7.761351283885887e-10, 9.815624527453881e-06]",9.815624527453881e-06,4.9269068824742135e-09,"[3.4998046127832083e-16, 5.733261088103347e-16, 5.716260798038775e-14, 2.213507155346406e-15, 1.942890293094024e-15, 3.3931191190106347e-15, 6.21093922466287e-07, 3.1502578323738817e-15, 3.049643870767227e-15, 3.948230631323213e-15, 3.1953606427492787e-15, 3.3792413312028202e-15, 6.961445309094927e-15, 3.4555691641457997e-15, 3.892719480091955e-15, 1.9845236565174673e-15, 3.3029134982598407e-15, 2.858824288409778e-15, 2.851940905657102e-12, 2.373101715136272e-15, 4.649058915617843e-15, 4.8433479449272454e-15, 6.328271240363392e-15, 8.867906409193438e-15, 7.0360384185619296e-15, 8.229528170033973e-15, 8.090750291955828e-15, 6.0645932720149176e-15, 6.439293542825908e-15, 5.4539706084710815e-15, 4.010680676458378e-15, 2.3939183968479938e-15, 2.4750685528873717e-10, 2.1211903483697725e-09, 2.8680585684170978e-11, 8.076872504148014e-15, 7.521760991835436e-15, 1.0241807402167069e-14, 1.2184697695261093e-14, 1.0352829704629585e-14, 8.826273045769994e-15, 8.68749516769185e-15, 4.6074255521944e-15, 3.0531133177191805e-15, 3.594347042223944e-15, 7.739296425945952e-08, 2.6229018956769323e-15, 5.159456195613643e-12, 3.8441472227646045e-15, 9.38832345198648e-15, 2.2239154962022667e-14, 3.726186026398182e-15, 3.982925100842749e-15, 4.052314039881821e-15, 4.052314039881821e-15, 3.642919299551295e-15, 4.496403249731884e-15, 2.785965902418752e-15, 2.4194005132649465e-10, 4.052314039881821e-15, 1.4467593789646571e-15, 1.7368630594663537e-06, 7.761352342067207e-10, 9.815624527339173e-06]",6.391276101691545e-07,0.0,0.0,0.9999999837685296,True,2575.0,4.9,1e-05,banded ADMM with dual certificate,0.8176971240027342,49.0,49.0,64.0,0.5*sum_train((z-y)^2)+lambda*sum(abs(Bz))
burgers,edmd_weak,EDMD + weak,8,0.1,3,664c2f5b9b915f6de3a1eaf533b1c430109efbe3439651126a71ee9b39d4a7f6,49,0.04,1.92,8,5,0.9886037352028956,1.0,0.011527636798545604,0.01,1,0.07153310473064431,0.07018349320879173,112,8,0.06796726822196482,241,ok,0.07051334399875486,,,,,,,,,,,,,,,,,,,,,,,,,,,,
burgers,linear_weak,Linear q5 + weak,8,0.1,3,664c2f5b9b915f6de3a1eaf533b1c430109efbe3439651126a71ee9b39d4a7f6,49,0.04,1.92,0,5,0.9880735701148284,1.0,0.012070386503492339,0.03,1,0.08375470919925071,0.08261655785512705,112,8,0.08279482672454191,241,ok,0.04651002600076026,,,,,,,,,,,,,,,,,,,,,,,,,,,,
burgers,pod_tv_weak,POD + TV states + weak,8,0.1,3,664c2f5b9b915f6de3a1eaf533b1c430109efbe3439651126a71ee9b39d4a7f6,49,0.04,1.92,8,1,0.9888708503083615,1.0,0.011254401611866716,0.01,1,0.058141532128540896,0.05647270025776661,112,8,0.03770980290279043,49,ok,1.0661406760009413,1.0,0.011675213076901246,0.0,0.0,0.0,3.0,64.0,"[0.45627232140112994, 0.5928829151955081, 0.6325447803836738, 0.6823448203368665, 0.9004887812240575, 0.9938171858421967, 0.8509353885712742, 0.8355024037784362]","[0.45627232140107477, 0.5928829151954381, 0.6325447803836574, 0.682344820336858, 0.9004887812240537, 0.9938122227094266, 0.8509278556999368, 0.8355024037784352]","[5.517808432387028e-14, 6.994405055138486e-14, 1.6431300764452317e-14, 8.548717289613705e-15, 3.774758283725532e-15, 4.9631327700971895e-06, 7.532871337367908e-06, 9.992007221626409e-16]","[5.517808432387028e-14, 6.994405055138486e-14, 1.6431300764452317e-14, 8.548717289613705e-15, 3.774758283725532e-15, 4.9631327700971895e-06, 7.532871337367908e-06, 9.992007221626409e-16]",7.532871337367908e-06,1.2998682247244986e-07,"[5.717648576819556e-14, 7.083222897108499e-14, 1.6486811915683575e-14, 8.104628079763643e-15, 3.774758283725532e-15, 4.963132769522562e-06, 7.532871270261865e-06, 9.159339953157541e-16]",8.129600922446301e-07,0.0,0.0,0.9999997166291638,True,975.0,4.9,1e-05,banded ADMM with dual certificate,0.1176741140006925,49.0,49.0,8.0,0.5*sum_train((z-y)^2)+lambda*sum(abs(Bz))
burgers,pod_weak,POD only + weak,8,0.1,3,664c2f5b9b915f6de3a1eaf533b1c430109efbe3439651126a71ee9b39d4a7f6,49,0.04,1.92,8,1,0.9887363119861791,1.0,0.011392003992646258,0.01,1,0.07119692908551896,0.06985308736418916,112,8,0.06283726543788921,49,ok,0.04264448300091317,,,,,,,,,,,,,,,,,,,,,,,,,,,,
burgers,raw_weak,Raw + weak,8,0.1,3,664c2f5b9b915f6de3a1eaf533b1c430109efbe3439651126a71ee9b39d4a7f6,49,0.04,1.92,0,1,0.9882133977132542,1.0,0.011927183252139954,0.03,1,0.0837317411167324,0.08263447654072205,112,8,0.10066061392540807,49,ok,0.04126254600123502,,,,,,,,,,,,,,,,,,,,,,,,,,,,
burgers,tv_weak,TV states + weak,8,0.1,3,664c2f5b9b915f6de3a1eaf533b1c430109efbe3439651126a71ee9b39d4a7f6,49,0.04,1.92,0,1,0.9831258782505968,1.0,0.017163744870015554,0.03,1,0.057630915940726044,0.05402770619515353,112,8,0.03689540707895604,49,ok,1.5406735870019475,1.0,0.01467675136888021,0.0,0.0,0.0,3.0,8.0,"[0.2115200992704843, 0.17296468206756413, 0.20650097901301157, 0.21653678992803116, 0.2666797652998289, 0.26803147096444957, 0.274621050913453, 0.21203217973670946, 0.22742656104741493, 0.352537464488472, 0.23350039891915736, 0.2779701612153046, 0.24833112473758692, 0.20081846855980706, 0.21192336838459858, 0.3334728000555894, 0.20621441698472237, 0.25688463015879626, 0.40752809749399804, 0.3370600806972452, 0.27527624710950876, 0.28921037057481325, 0.22509935898495992, 0.26917547659272045, 0.26682928467399974, 0.30380219366063016, 0.29666076211702713, 0.32213613231967403, 0.43805064122138665, 0.2636275262379513, 0.32217115039913674, 0.19349874134140732, 0.3425677987284182, 0.3593913430477991, 0.330049767668145, 0.31486974086752023, 0.45663815047702483, 0.381887707962013, 0.3903609784554698, 0.35200053405400733, 0.33073377987627633, 0.4517023216116486, 0.36557603979751657, 0.33665962065448224, 0.2993051802316171, 0.3446807015332721, 0.2565449366459621, 0.24464824315165243, 0.34421133778927504, 0.22664399344037633, 0.24030591995545286, 0.26720157408621925, 0.151352195721684, 0.2828693785287157, 0.24487223967975896, 0.18447272664876635, 0.23435637451753694, 0.2879403430264295, 0.3039164404707685, 0.2397842009019741, 0.2663425532025004, 0.3252272196196873, 0.27404416250256547, 0.271874515141393]","[0.21151993591121823, 0.17296468206734628, 0.20650097901301032, 0.2165357807321523, 0.2666797652998262, 0.26803147091923285, 0.2746210509134495, 0.21203217973670493, 0.22742656104741168, 0.3525374644845781, 0.2335003882188082, 0.2779701612153022, 0.24833112473758218, 0.200818468559805, 0.21192336838459613, 0.3334728000555841, 0.2062144169847196, 0.256884630158794, 0.4075280974939959, 0.3370600806972431, 0.27527624710950543, 0.2892103705748084, 0.22509935898495445, 0.269175476592711, 0.2668292846739908, 0.3038021936606221, 0.2966607621170205, 0.3221361323196693, 0.4380506412213805, 0.26362752621743313, 0.3221711503991342, 0.193498740029947, 0.34256779872841703, 0.35939134304767817, 0.33004976766813693, 0.31486974086750963, 0.45663815047701434, 0.3818877079620034, 0.39036097845545975, 0.35200053405399795, 0.33073377987626695, 0.4517023216116433, 0.3655760397975117, 0.3366596206544755, 0.2993051802316137, 0.3446807015332696, 0.25654493664595956, 0.2446482431516498, 0.34421133670295534, 0.22664399344037334, 0.24030591995544928, 0.267201574086216, 0.15135219568409325, 0.2828693785270793, 0.24487223967975402, 0.18447272664876296, 0.23435637451753305, 0.28794034301089055, 0.30391643731102436, 0.23977462461662682, 0.26634255319779027, 0.3252272196180394, 0.27404416250256497, 0.27187288319168507]","[1.6335926605881568e-07, 2.1785351300707134e-13, 1.2490009027033011e-15, 1.0091958788649436e-06, 2.7200464103316335e-15, 4.5216719257723526e-11, 3.497202527569243e-15, 4.524158825347513e-15, 3.247402347028583e-15, 3.8938852142678115e-12, 1.0700349162284795e-08, 2.3869795029440866e-15, 4.746203430272544e-15, 2.0539125955565396e-15, 2.4424906541753444e-15, 5.2735593669694936e-15, 2.7755575615628914e-15, 2.275957200481571e-15, 2.1649348980190553e-15, 2.1094237467877974e-15, 3.3306690738754696e-15, 4.829470157119431e-15, 5.467848396278896e-15, 9.43689570931383e-15, 8.93729534823251e-15, 8.049116928532385e-15, 6.6058269965196814e-15, 4.718447854656915e-15, 6.161737786669619e-15, 2.0518198251551212e-11, 2.55351295663786e-15, 1.3114603292230242e-09, 1.1657341758564144e-15, 1.2090328738167955e-13, 8.049116928532385e-15, 1.0602629885170245e-14, 1.049160758270773e-14, 9.603429163007604e-15, 1.0047518372857667e-14, 9.381384558082573e-15, 9.381384558082573e-15, 5.2735593669694936e-15, 4.884981308350689e-15, 6.716849298982197e-15, 3.4416913763379853e-15, 2.55351295663786e-15, 2.55351295663786e-15, 2.6367796834847468e-15, 1.086319700860372e-09, 2.9976021664879227e-15, 3.58046925441613e-15, 3.2751579226442118e-15, 3.759076383502702e-11, 1.6364132271462495e-12, 4.9404924595819466e-15, 3.3861802251067274e-15, 3.885780586188048e-15, 1.5538959008409847e-11, 3.1597441330077913e-09, 9.576285347284719e-06, 4.710121181972227e-12, 1.6479040354511199e-12, 4.996003610813204e-16, 1.6319497079253509e-06]","[1.6335926605881568e-07, 2.1785351300707134e-13, 1.2490009027033011e-15, 1.0091958788649436e-06, 2.7200464103316335e-15, 4.5216719257723526e-11, 3.497202527569243e-15, 4.524158825347513e-15, 3.247402347028583e-15, 3.8938852142678115e-12, 1.0700349162284795e-08, 2.3869795029440866e-15, 4.746203430272544e-15, 2.0539125955565396e-15, 2.4424906541753444e-15, 5.2735593669694936e-15, 2.7755575615628914e-15, 2.275957200481571e-15, 2.1649348980190553e-15, 2.1094237467877974e-15, 3.3306690738754696e-15, 4.829470157119431e-15, 5.467848396278896e-15, 9.43689570931383e-15, 8.93729534823251e-15, 8.049116928532385e-15, 6.6058269965196814e-15, 4.718447854656915e-15, 6.161737786669619e-15, 2.0518198251551212e-11, 2.55351295663786e-15, 1.3114603292230242e-09, 1.1657341758564144e-15, 1.2090328738167955e-13, 8.049116928532385e-15, 1.0602629885170245e-14, 1.049160758270773e-14, 9.603429163007604e-15, 1.0047518372857667e-14, 9.381384558082573e-15, 9.381384558082573e-15, 5.2735593669694936e-15, 4.884981308350689e-15, 6.716849298982197e-15, 3.4416913763379853e-15, 2.55351295663786e-15, 2.55351295663786e-15, 2.6367796834847468e-15, 1.086319700860372e-09, 2.9976021664879227e-15, 3.58046925441613e-15, 3.2751579226442118e-15, 3.759076383502702e-11, 1.6364132271462495e-12, 4.9404924595819466e-15, 3.3861802251067274e-15, 3.885780586188048e-15, 1.5538959008409847e-11, 3.1597441330077913e-09, 9.576285347284719e-06, 4.710121181972227e-12, 1.6479040354511199e-12, 4.996003610813204e-16, 1.6319497079253509e-06]",9.576285347284719e-06,1.0980042497443776e-07,"[1.6335926610738793e-07, 2.1780580811148198e-13, 1.2576745200831851e-15, 1.0091958787296351e-06, 2.796374243274613e-15, 4.521676089108695e-11, 3.70536934468646e-15, 4.53109771925142e-15, 3.372302437298913e-15, 3.893795008647061e-12, 1.0700349026976363e-08, 2.5396351688300456e-15, 4.773959005888173e-15, 2.1267709815475655e-15, 2.4980018054066022e-15, 5.204170427930421e-15, 2.6853519408120974e-15, 2.518818487118324e-15, 2.345346139520643e-15, 2.4841240175987878e-15, 3.4833247397614286e-15, 4.871103520542874e-15, 5.4817261840867104e-15, 9.3119956190435e-15, 8.770761894538737e-15, 7.993605777301127e-15, 6.4254157550180935e-15, 4.746203430272544e-15, 6.217248937900877e-15, 2.05185313184586e-11, 2.6506574712925612e-15, 1.311460343100812e-09, 1.1587952819525071e-15, 1.2070899835237014e-13, 8.0629947163402e-15, 1.1129985821867194e-14, 1.0519363158323358e-14, 9.769962616701378e-15, 1.049160758270773e-14, 9.353628982466944e-15, 9.631184738623233e-15, 5.245803791353865e-15, 4.898859096158503e-15, 6.661338147750939e-15, 3.4139358007223564e-15, 2.831068712794149e-15, 2.761679773755077e-15, 2.67841304690819e-15, 1.0863196731047964e-09, 3.344546861683284e-15, 3.400058012914542e-15, 3.1780134079895106e-15, 3.759074301834531e-11, 1.6364826160852886e-12, 4.822531263215524e-15, 3.5180192092809648e-15, 4.017619570362285e-15, 1.5538993702879367e-11, 3.159744153824473e-09, 9.576285298566745e-06, 4.709996281881956e-12, 1.647817299277321e-12, 5.499073418846478e-16, 1.6319497078288569e-06]",1.0287327124602896e-06,0.0,0.0,0.9999995124258666,True,2650.0,4.9,1e-05,banded ADMM with dual certificate,0.8040626799993333,49.0,49.0,64.0,0.5*sum_train((z-y)^2)+lambda*sum(abs(Bz))
burgers,edmd_weak,EDMD + weak,8,0.1,4,0ad95eadbc7e0354334bb1193f675b194e880114df0b0c3fa6320984cb065e9e,49,0.04,1.92,8,5,0.9967055458442643,1.0,0.0033053434582277995,0.03,1,0.07806086177291109,0.07794196854861758,112,8,0.06576062632607958,241,ok,0.06240171500030556,,,,,,,,,,,,,,,,,,,,,,,,,,,,
burgers,linear_weak,Linear q5 + weak,8,0.1,4,0ad95eadbc7e0354334bb1193f675b194e880114df0b0c3fa6320984cb065e9e,49,0.04,1.92,0,5,0.9966854356127942,1.0,0.0033255872603051937,0.03,1,0.07547127289538609,0.07518350576586726,112,8,0.08367295813330847,241,ok,0.0274940660019638,,,,,,,,,,,,,,,,,,,,,,,,,,,,
burgers,pod_tv_weak,POD + TV states + weak,8,0.1,4,0ad95eadbc7e0354334bb1193f675b194e880114df0b0c3fa6320984cb065e9e,49,0.04,1.92,8,1,0.9966416036464776,1.0,0.0033697131859987514,0.01,1,0.058060035035961036,0.05772687000285658,112,8,0.037650847424476885,49,ok,0.684189912997681,1.0,0.01208692898418331,0.0,0.0,0.0,3.0,64.0,"[0.503822208037187, 0.6159313878527107, 0.6490410945801055, 0.983859083931372, 0.9406599464749027, 0.9797600226177665, 0.885932906619783, 0.8312430367738982]","[0.5038193325047488, 0.6159313878526513, 0.6490410943889449, 0.9838589849561011, 0.9406599464748006, 0.9797600211427555, 0.8859274258676744, 0.8312427293041112]","[2.8755324382734315e-06, 5.939693181744587e-14, 1.9116064287061363e-10, 9.897527086799585e-08, 1.021405182655144e-13, 1.4750110022276886e-09, 5.4807521085997735e-06, 3.074697869642762e-07]","[2.8755324382734315e-06, 5.939693181744587e-14, 1.9116064287061363e-10, 9.897527086799585e-08, 1.021405182655144e-13, 1.4750110022276886e-09, 5.4807521085997735e-06, 3.074697869642762e-07]",5.4807521085997735e-06,1.8680993552067093e-07,"[2.8755324195661736e-06, 5.928590951498336e-14, 1.911596991810427e-10, 9.897525310442745e-08, 1.0189071808497374e-13, 1.4750112450889752e-09, 5.480752006153944e-06, 3.0746978690876503e-07]",6.354474472169969e-07,0.0,0.0,0.9999996412374895,True,275.0,4.9,1e-05,banded ADMM with dual certificate,0.03635214499809081,49.0,49.0,8.0,0.5*sum_train((z-y)^2)+lambda*sum(abs(Bz))
burgers,pod_weak,POD only + weak,8,0.1,4,0ad95eadbc7e0354334bb1193f675b194e880114df0b0c3fa6320984cb065e9e,49,0.04,1.92,8,1,0.9964898548424834,1.0,0.003522509677804496,0.03,1,0.07754614084687894,0.07740489858616258,112,8,0.0647009887381535,49,ok,0.04229887399924337,,,,,,,,,,,,,,,,,,,,,,,,,,,,
burgers,raw_weak,Raw + weak,8,0.1,4,0ad95eadbc7e0354334bb1193f675b194e880114df0b0c3fa6320984cb065e9e,49,0.04,1.92,0,1,0.9966407542618697,1.0,0.003370568305345102,0.03,1,0.07546265256299796,0.07515886410926598,112,8,0.10145089522613122,49,ok,0.026609053002175642,,,,,,,,,,,,,,,,,,,,,,,,,,,,
