system,method,method_label,sparse_factor,noise,seed,observation_sha256,n_observed,obs_dt,observed_t_end,pod_rank,upsample,practical_score,support_f1,coef_error,threshold,exact_support,weak_truth_residual,weak_fit_residual,weak_rows,library_columns,state_error,n_state_samples,status,wall_seconds,tv_lambda,tv_cv_mse,tv_grid_edge,tv_grid_lower,tv_grid_upper,tv_cv_folds,tv_cv_spatial_points,tv_final_primal_objective,tv_final_dual_objective,tv_final_primal_dual_gap,tv_final_relative_primal_dual_gap,tv_final_max_relative_gap,tv_final_kkt_stationarity_max,tv_final_kkt_complementarity_gap,tv_final_kkt_subgradient_prox_max,tv_final_masked_dual_stationarity_max,tv_final_dual_box_violation,tv_final_dual_scale_min,tv_final_converged,tv_final_iterations,tv_final_rho,tv_final_tolerance,tv_final_method,tv_final_elapsed_seconds,tv_final_n_observed,tv_final_n_times,tv_final_n_channels,tv_final_objective
burgers,tv_weak,TV states + weak,32,0.05,1,115092cc938b24473a4b39ac1b1c609d2775ba3b48403a6ef7231f7be682169d,13,0.16,1.92,0,1,0.9899343136553638,1.0,0.010168034591576485,0.03,1,0.07296378989300549,0.07219265991972547,112,8,0.03781201702947333,13,ok,0.19906647800235078,0.01,0.004947773579547427,0.0,0.0,0.0,3.0,8.0,"[0.002749783199836501, 0.005495596727956233, 0.008183157600800158, 0.005861631640844894, 0.007620186211385359, 0.007286037392180195, 0.010333604028391397, 0.006185862051740383, 0.0054739982474681145, 0.007809917325361697, 0.006705185610796478, 0.011841941316280712, 0.005038104663613782, 0.008923899618080575, 0.010072711583336582, 0.005905496446700699, 0.009889576563235475, 0.007754448866564028, 0.00955403394631258, 0.007809309210685376, 0.010974216462218772, 0.004957176687523163, 0.0056572529094054925, 0.007578427555097974, 0.008329288085470652, 0.00619352993714215, 0.010800887469604887, 0.013184412275882119, 0.009999890811491628, 0.007718190656247202, 0.01042074993621555, 0.009026888960999771, 0.008641082618507469, 0.008902422166436823, 0.01332651582004934, 0.011002827495170913, 0.012722361778490173, 0.012541797582670591, 0.009088304508927107, 0.020288483735100508, 0.01374001906267532, 0.007169514544855259, 0.009689777211585319, 0.005806871418603944, 0.011427543556968841, 0.010999652615372738, 0.00589836596706007, 0.005767991999838452, 0.008869254919295688, 0.007649071750367466, 0.009079458730852603, 0.007778586098427401, 0.006939495722903637, 0.005121985966165426, 0.004513243611426042, 0.008182988628107696, 0.007270309893812063, 0.008334856042900664, 0.00641297838739101, 0.009731657563451323, 0.008150053924304148, 0.005888250772087126, 0.004590568925060845, 0.007000407304113072]","[0.0027490475216908985, 0.005495412580599989, 0.00818308564231168, 0.005861575806113666, 0.007620129426138526, 0.007283901370706423, 0.01033360393022309, 0.006185862051009652, 0.005473307643032702, 0.007809806625061679, 0.006705185543889207, 0.011841912470670974, 0.005034029697378421, 0.008923897244508521, 0.010072711352033546, 0.0059025310476268035, 0.009889576537299789, 0.00775440331788755, 0.009554033944852262, 0.007809259359566627, 0.010974206652873564, 0.004957038628300968, 0.005657201700266137, 0.007578373043735454, 0.00832928793796203, 0.006193529834848849, 0.01080085108467373, 0.013184412144872149, 0.009999890762170638, 0.007718166341221917, 0.01042074820305656, 0.009026880200690708, 0.008641082616650631, 0.0089024220309481, 0.013326515671995533, 0.010996184089949103, 0.01272236164796805, 0.012541797462172636, 0.009086474971910449, 0.02028848359319007, 0.013740018826093168, 0.007169410982981813, 0.009689484159848136, 0.0058068714142762625, 0.011427529268737711, 0.010997455253910177, 0.005898282676047184, 0.00576799199822559, 0.0088692548787043, 0.007649071742025655, 0.00907945872331103, 0.007778586080535379, 0.006939461916546361, 0.005121926526682581, 0.00451316611091537, 0.008182988581840304, 0.007270309610521407, 0.00833485600908641, 0.006412907213866118, 0.0097316575499631, 0.008150053817358208, 0.005886761144770551, 0.00459056891851288, 0.007000407301834853]","[7.356781456025786e-07, 1.8414735624382172e-07, 7.195848847861563e-08, 5.58347312273888e-08, 5.678524683284947e-08, 2.1360214737722177e-06, 9.816830681685929e-11, 7.307314475735183e-13, 6.906044354125507e-07, 1.107003000178422e-07, 6.690727138991548e-11, 2.884560973762107e-08, 4.074966235360564e-06, 2.3735720541817606e-09, 2.313030357525836e-10, 2.965399073895196e-06, 2.5935685890599025e-11, 4.5548676478116e-08, 1.4603179776528918e-12, 4.985111874862558e-08, 9.809345207639764e-09, 1.380592221950777e-07, 5.120913935518362e-08, 5.4511362520236195e-08, 1.47508621636816e-10, 1.0229330143357585e-10, 3.63849311565273e-08, 1.3100997023340888e-10, 4.932099000043433e-11, 2.4315025284882275e-08, 1.7331589895891453e-09, 8.760309063229887e-09, 1.8568376003447185e-12, 1.354887226717727e-10, 1.4805380706139903e-10, 6.643405221809853e-06, 1.305221226238773e-10, 1.2049795536372976e-10, 1.8295370166586389e-06, 1.4191043826161653e-10, 2.365821531735701e-10, 1.0356187344576911e-07, 2.9305173718241484e-07, 4.327681442373166e-12, 1.4288231129505613e-08, 2.1973614625601934e-06, 8.329101288621216e-08, 1.6128617538746504e-12, 4.0591387889810093e-11, 8.341811616463524e-12, 7.541573268654567e-12, 1.7892022065313373e-11, 3.380635727606718e-08, 5.94394828452513e-08, 7.750051067220709e-08, 4.626739269486535e-11, 2.832906565580773e-10, 3.381425348059075e-11, 7.11735248914297e-08, 1.3488222691537821e-11, 1.0694593995108637e-10, 1.4896273165749055e-06, 6.547965294978475e-12, 2.2782184125325067e-12]","[7.356781456025786e-07, 1.8414735624382172e-07, 7.195848847861563e-08, 5.58347312273888e-08, 5.678524683284947e-08, 2.1360214737722177e-06, 9.816830681685929e-11, 7.307314475735183e-13, 6.906044354125507e-07, 1.107003000178422e-07, 6.690727138991548e-11, 2.884560973762107e-08, 4.074966235360564e-06, 2.3735720541817606e-09, 2.313030357525836e-10, 2.965399073895196e-06, 2.5935685890599025e-11, 4.5548676478116e-08, 1.4603179776528918e-12, 4.985111874862558e-08, 9.809345207639764e-09, 1.380592221950777e-07, 5.120913935518362e-08, 5.4511362520236195e-08, 1.47508621636816e-10, 1.0229330143357585e-10, 3.63849311565273e-08, 1.3100997023340888e-10, 4.932099000043433e-11, 2.4315025284882275e-08, 1.7331589895891453e-09, 8.760309063229887e-09, 1.8568376003447185e-12, 1.354887226717727e-10, 1.4805380706139903e-10, 6.643405221809853e-06, 1.305221226238773e-10, 1.2049795536372976e-10, 1.8295370166586389e-06, 1.4191043826161653e-10, 2.365821531735701e-10, 1.0356187344576911e-07, 2.9305173718241484e-07, 4.327681442373166e-12, 1.4288231129505613e-08, 2.1973614625601934e-06, 8.329101288621216e-08, 1.6128617538746504e-12, 4.0591387889810093e-11, 8.341811616463524e-12, 7.541573268654567e-12, 1.7892022065313373e-11, 3.380635727606718e-08, 5.94394828452513e-08, 7.750051067220709e-08, 4.626739269486535e-11, 2.832906565580773e-10, 3.381425348059075e-11, 7.11735248914297e-08, 1.3488222691537821e-11, 1.0694593995108637e-10, 1.4896273165749055e-06, 6.547965294978475e-12, 2.2782184125325067e-12]",6.643405221809853e-06,3.5426471330854414e-06,"[7.356778935179841e-07, 1.8414719512964417e-07, 7.195840311113866e-08, 5.5834727850315874e-08, 5.6785242693799254e-08, 2.1360104255786078e-06, 9.816830508213581e-11, 7.307310138926493e-13, 6.90604333503618e-07, 1.1070026099610497e-07, 6.690727225727722e-11, 2.8845597049853566e-08, 4.074941346863051e-06, 2.3735717063697037e-09, 2.313030314157749e-10, 2.965381295160982e-06, 2.5935691094769453e-11, 4.554866591104795e-08, 1.4603188450146298e-12, 4.9851114290386245e-08, 9.809344878909665e-09, 1.3805920221540008e-07, 5.1209135491087077e-08, 5.451136225308878e-08, 1.4750862076945426e-10, 1.0229330230093758e-10, 3.638492700012985e-08, 1.3100996676396193e-10, 4.9320983061540424e-11, 2.4315024696811016e-08, 1.7331589783134427e-09, 8.760308855930432e-09, 1.8568358656212425e-12, 1.354887226717727e-10, 1.4805380532667556e-10, 6.6434021169983065e-06, 1.3052212435860078e-10, 1.2049795709845323e-10, 1.8295338673019954e-06, 1.4191044173106349e-10, 2.365821531735701e-10, 1.0356186467240514e-07, 2.9305124491819934e-07, 4.327681442373166e-12, 1.4288231128638251e-08, 2.1973542725841483e-06, 8.329100170505199e-08, 1.6128621875555194e-12, 4.059138875717183e-11, 8.341810749101786e-12, 7.541576738101519e-12, 1.789201946322816e-11, 3.3806356555723255e-08, 5.943946986258081e-08, 7.750048031237786e-08, 4.626739269486535e-11, 2.832906504865451e-10, 3.3814255215314226e-11, 7.11735189022969e-08, 1.3488220956814345e-11, 1.0694593734900115e-10, 1.4896242940087671e-06, 6.547965728659344e-12, 2.2782192798942447e-12]",0.00025146372137480055,0.0,0.0,0.9998934762371166,True,75.0,0.052000000000000005,1e-05,banded ADMM with dual certificate,0.017265834998397622,13.0,13.0,64.0,0.5*sum_train((z-y)^2)+lambda*sum(abs(Bz))
burgers,edmd_weak,EDMD + weak,32,0.05,2,006e061dcafec32697cdfde0cac08cffdd2dbf1bcb4f30f1c446485552a370cf,13,0.16,1.92,8,5,0.9969951539516166,1.0,0.0030139023609830617,0.03,1,0.09424260256642074,0.09386469704313478,112,8,0.052593908592152364,61,ok,0.04142882900123368,,,,,,,,,,,,,,,,,,,,,,,,,,,,
burgers,linear_weak,Linear q5 + weak,32,0.05,2,006e061dcafec32697cdfde0cac08cffdd2dbf1bcb4f30f1c446485552a370cf,13,0.16,1.92,0,5,0.996488514754757,1.0,0.0035238592249175913,0.03,1,0.08896015347533119,0.08844306070017402,112,8,0.04336034249901179,61,ok,0.028896145999169676,,,,,,,,,,,,,,,,,,,,,,,,,,,,
burgers,pod_tv_weak,POD + TV states + weak,32,0.05,2,006e061dcafec32697cdfde0cac08cffdd2dbf1bcb4f30f1c446485552a370cf,13,0.16,1.92,8,1,0.996588966290639,1.0,0.003422708684059794,0.03,1,0.08111326209045898,0.08060041140182587,112,8,0.044136461002159615,13,ok,0.18419259800066357,0.01,0.004708622431723678,0.0,0.0,0.0,3.0,64.0,"[0.012118004866961608, 0.019305751887515238, 0.026054899961985737, 0.022992012431232323, 0.020531669722130566, 0.03788829647776448, 0.03085818814733654, 0.02441874305793553]","[0.012117986904079343, 0.019305709522257387, 0.02605480618429266, 0.022991884770114844, 0.02053156818353361, 0.03788820458648362, 0.030858020524594174, 0.024418714159255478]","[1.7962882264965785e-08, 4.2365257850451865e-08, 9.377769307622463e-08, 1.2766111747927744e-07, 1.0153859695757883e-07, 9.189128086228848e-08, 1.676227423669241e-07, 2.8898680053124348e-08]","[1.7962882264965785e-08, 4.2365257850451865e-08, 9.377769307622463e-08, 1.2766111747927744e-07, 1.0153859695757883e-07, 9.189128086228848e-08, 1.676227423669241e-07, 2.8898680053124348e-08]",1.676227423669241e-07,2.505279004666461e-07,"[1.7962882166086547e-08, 4.236524541595399e-08, 9.377763470971856e-08, 1.2766109947284776e-07, 1.0153855807201739e-07, 9.189125152464506e-08, 1.6762256976540768e-07, 2.8898676264488277e-08]",1.7353605796799343e-06,0.0,0.0,0.9999923598903061,True,50.0,0.026000000000000002,1e-05,banded ADMM with dual certificate,0.006056903999706265,13.0,13.0,8.0,0.5*sum_train((z-y)^2)+lambda*sum(abs(Bz))
burgers,pod_weak,POD only + weak,32,0.05,2,006e061dcafec32697cdfde0cac08cffdd2dbf1bcb4f30f1c446485552a370cf,13,0.16,1.92,8,1,0.9967535000798009,1.0,0.003257074010714857,0.03,1,0.08623499847644517,0.08580639934876592,112,8,0.047141847622734566,13,ok,0.02335267200032831,,,,,,,,,,,,,,,,,,,,,,,,,,,,
burgers,raw_weak,Raw + weak,32,0.05,2,006e061dcafec32697cdfde0cac08cffdd2dbf1bcb4f30f1c446485552a370cf,13,0.16,1.92,0,1,0.9973546828679098,1.0,0.002652333395060159,0.03,1,0.08902667865256164,0.0887156940657177,112,8,0.05227616131419613,13,ok,0.0399020129989367,,,,,,,,,,,,,,,,,,,,,,,,,,,,
burgers,tv_weak,TV states + weak,32,0.05,2,006e061dcafec32697cdfde0cac08cffdd2dbf1bcb4f30f1c446485552a370cf,13,0.16,1.92,0,1,0.9968759394868899,1.0,0.0031338508528133504,0.03,1,0.08269928490640198,0.08223498289356504,112,8,0.0423261582555277,13,ok,0.15075513500050874,0.01,0.006545413167575712,0.0,0.0,0.0,3.0,8.0,"[0.014538532540103177, 0.007593161066387566, 0.00947690086806665, 0.004444396937880883, 0.006733082214542019, 0.007597104091177738, 0.011864253647657032, 0.007777721372282686, 0.009525063182805403, 0.006661463605211728, 0.005693777919082325, 0.004070011161377824, 0.006390695568718586, 0.004730978357765533, 0.005743097672554044, 0.007677059540553944, 0.011348110700865962, 0.006074368951645339, 0.009023003671469914, 0.009653495504972227, 0.007750091612570106, 0.01358964021245401, 0.0052166949292155994, 0.011882347263110125, 0.012127105028746598, 0.00634963806408492, 0.007715408838572094, 0.009756710022106391, 0.010475107712578518, 0.010177281153517532, 0.008662935631605933, 0.01125368229538964, 0.008428581773757032, 0.00987306398666191, 0.010133139374988928, 0.01517790985388225, 0.009970497104451874, 0.011088392967812406, 0.0109054103170622, 0.011458093580215342, 0.011498642773238657, 0.011838324540109274, 0.006906578362330093, 0.008378497320143055, 0.009400452854160662, 0.012506486266359328, 0.009896311846301853, 0.009420577624171842, 0.011639259290682016, 0.0072843564100082145, 0.009200340042648747, 0.00824030639407419, 0.005140557204734781, 0.006123414558254972, 0.00639087719363398, 0.011255837411835876, 0.006626804889528079, 0.005256398803654442, 0.00764361568926354, 0.00713988682846051, 0.010408522141602162, 0.005008668931432297, 0.008698134072841467, 0.006788320038703392]","[0.0145367148027564, 0.0075931597691665294, 0.009476855014538994, 0.004444354509635288, 0.006733082199627885, 0.007596963927524822, 0.011864253592603423, 0.00777738624589944, 0.009524990683407092, 0.006661332069373797, 0.005684046340409154, 0.004069993833086384, 0.006390695567852058, 0.004730938729438619, 0.0057430155310262175, 0.007677026636211537, 0.011348087285453537, 0.006074303630153777, 0.009023003670613018, 0.009653495478649982, 0.007749435851070288, 0.013589639995239947, 0.005216672785455253, 0.011882347253591824, 0.012127104948278023, 0.006349585089059288, 0.007715337803592239, 0.009756709830379753, 0.010475106771758563, 0.010177280876490833, 0.008662932380016461, 0.011253667263092203, 0.008428581769359705, 0.009873063968661229, 0.010133139281331024, 0.015177909663561088, 0.009970486953445736, 0.011088333516935295, 0.010905410271168951, 0.011458093576030014, 0.011498640154989501, 0.01183832443284527, 0.0069065588919474084, 0.008378497305111131, 0.009400367549591785, 0.012506486265429386, 0.009896311813171991, 0.009420553724123617, 0.011639259235257009, 0.0072827962971801306, 0.009200340005573128, 0.008240298800656165, 0.005140557204102, 0.006123414380568342, 0.006388263535817619, 0.011255837244517975, 0.006626804886312969, 0.0052563988035748705, 0.007643051755609247, 0.007137198491149207, 0.010408522102655778, 0.005008668835780446, 0.008698062345892009, 0.006788293918344517]","[1.8177373467768293e-06, 1.2972210363185188e-09, 4.585352765540396e-08, 4.242824559481245e-08, 1.491413416376819e-11, 1.4016365291590754e-07, 5.5053609240851564e-11, 3.3512638324562777e-07, 7.249939831116547e-08, 1.3153583793088647e-07, 9.731578673170815e-06, 1.7328291440632526e-08, 8.665282033581967e-13, 3.962832691335738e-08, 8.214152782612394e-08, 3.290434240701967e-08, 2.3415412424981907e-08, 6.532149156215222e-08, 8.568961512578355e-13, 2.6322244731091793e-11, 6.557614998185107e-07, 2.1721406270880372e-10, 2.214376034620491e-08, 9.518301077870994e-12, 8.046857451204925e-11, 5.297502563179901e-08, 7.103497985487539e-08, 1.9172663803801449e-10, 9.408199549282292e-10, 2.7702669845586225e-10, 3.2515894716339533e-09, 1.503229743807233e-08, 4.397326253124945e-12, 1.800068080703987e-11, 9.365790434867627e-11, 1.9032116160833112e-10, 1.0151006138089946e-08, 5.94508771101232e-08, 4.589324927029015e-11, 4.185327431849295e-12, 2.6182491556780985e-09, 1.0726400323513019e-10, 1.9470382684599885e-08, 1.503192362251049e-11, 8.530456887742566e-08, 9.299418873842669e-13, 3.3129861701231e-11, 2.3900048225222736e-08, 5.5425006598164295e-11, 1.560112828083958e-06, 3.707561861687747e-11, 7.593418024573473e-09, 6.327811538642258e-13, 1.7768663016642927e-10, 2.613657816360679e-06, 1.6731790085378062e-10, 3.2151096021615366e-12, 7.957176584305614e-14, 5.639336542930667e-07, 2.6883373113028436e-06, 3.8946384312010807e-11, 9.565185102311524e-11, 7.172694945802027e-08, 2.612035887496894e-08]","[1.8177373467768293e-06, 1.2972210363185188e-09, 4.585352765540396e-08, 4.242824559481245e-08, 1.491413416376819e-11, 1.4016365291590754e-07, 5.5053609240851564e-11, 3.3512638324562777e-07, 7.249939831116547e-08, 1.3153583793088647e-07, 9.731578673170815e-06, 1.7328291440632526e-08, 8.665282033581967e-13, 3.962832691335738e-08, 8.214152782612394e-08, 3.290434240701967e-08, 2.3415412424981907e-08, 6.532149156215222e-08, 8.568961512578355e-13, 2.6322244731091793e-11, 6.557614998185107e-07, 2.1721406270880372e-10, 2.214376034620491e-08, 9.518301077870994e-12, 8.046857451204925e-11, 5.297502563179901e-08, 7.103497985487539e-08, 1.9172663803801449e-10, 9.408199549282292e-10, 2.7702669845586225e-10, 3.2515894716339533e-09, 1.503229743807233e-08, 4.397326253124945e-12, 1.800068080703987e-11, 9.365790434867627e-11, 1.9032116160833112e-10, 1.0151006138089946e-08, 5.94508771101232e-08, 4.589324927029015e-11, 4.185327431849295e-12, 2.6182491556780985e-09, 1.0726400323513019e-10, 1.9470382684599885e-08, 1.503192362251049e-11, 8.530456887742566e-08, 9.299418873842669e-13, 3.3129861701231e-11, 2.3900048225222736e-08, 5.5425006598164295e-11, 1.560112828083958e-06, 3.707561861687747e-11, 7.593418024573473e-09, 6.327811538642258e-13, 1.7768663016642927e-10, 2.613657816360679e-06, 1.6731790085378062e-10, 3.2151096021615366e-12, 7.957176584305614e-14, 5.639336542930667e-07, 2.6883373113028436e-06, 3.8946384312010807e-11, 9.565185102311524e-11, 7.172694945802027e-08, 2.612035887496894e-08]",9.731578673170815e-06,8.312608927925347e-06,"[1.8177324173813958e-06, 1.297221029379625e-09, 4.585351118246983e-08, 4.242823905924176e-08, 1.491413416376819e-11, 1.4016345638171238e-07, 5.5053604036681136e-11, 3.3512638218267596e-07, 7.249933530947827e-08, 1.315356147040675e-07, 9.731578662003533e-06, 1.7328291319635564e-08, 8.665264686347207e-13, 3.962832526623744e-08, 8.214152314020215e-08, 3.2904336735341266e-08, 2.341541152812987e-08, 6.532146966040098e-08, 8.568970186195735e-13, 2.632224559845353e-11, 6.557611570198046e-07, 2.1721406097408025e-10, 2.214375988650319e-08, 9.518299343147518e-12, 8.046857451204925e-11, 5.297502531087517e-08, 7.103497172249174e-08, 1.9172663803801449e-10, 9.40819942785165e-10, 2.770266906496066e-10, 3.251589082188533e-09, 1.5032295774472515e-08, 4.397323651039731e-12, 1.8000679939678133e-11, 9.365789740978236e-11, 1.9032115987360765e-10, 1.0151006079109348e-08, 5.945087531294968e-08, 4.589325620918405e-11, 4.185322227678867e-12, 2.6182489162862588e-09, 1.0726399456151281e-10, 1.9470381667184566e-08, 1.503192362251049e-11, 8.530455991237473e-08, 9.299401526607909e-13, 3.312986256859274e-11, 2.3900046631011862e-08, 5.542500573080256e-11, 1.560112425286371e-06, 3.707561861687747e-11, 7.593417781712186e-09, 6.327763833746669e-13, 1.776866158549606e-10, 2.6136352037440386e-06, 1.6731789738433367e-10, 3.2151087347997986e-12, 7.957653633261508e-14, 5.639328078468897e-07, 2.6882469945617785e-06, 3.894638604673428e-11, 9.565185145679611e-11, 7.172692405386233e-08, 2.612035546536995e-08]",0.0006593748858824688,0.0,0.0,0.9997572967511931,True,75.0,0.052000000000000005,1e-05,banded ADMM with dual certificate,0.008072075001109624,13.0,13.0,64.0,0.5*sum_train((z-y)^2)+lambda*sum(abs(Bz))
burgers,edmd_weak,EDMD + weak,32,0.05,3,0865f2cceb22e03bf0e1c5f8c3bfd2a6f18c3b8b87d08ad0939a4923b2c01602,13,0.16,1.92,8,5,0.9880974647558403,1.0,0.012045912137929594,0.03,1,0.09791674464261044,0.0971428665802918,112,8,0.047351703723494454,61,ok,0.06914837499789428,,,,,,,,,,,,,,,,,,,,,,,,,,,,
burgers,linear_weak,Linear q5 + weak,32,0.05,3,0865f2cceb22e03bf0e1c5f8c3bfd2a6f18c3b8b87d08ad0939a4923b2c01602,13,0.16,1.92,0,5,0.9884296899042325,1.0,0.011705749244428725,0.03,1,0.09172223606464876,0.09096463490819223,112,8,0.04305550796418213,61,ok,0.04209233100118581,,,,,,,,,,,,,,,,,,,,,,,,,,,,
burgers,pod_tv_weak,POD + TV states + weak,32,0.05,3,0865f2cceb22e03bf0e1c5f8c3bfd2a6f18c3b8b87d08ad0939a4923b2c01602,13,0.16,1.92,8,1,0.9891731756699036,1.0,0.010945327467825903,0.03,1,0.08844465333047365,0.08776055601825253,112,8,0.04252065675828489,13,ok,0.12384741499772645,0.01,0.004459174904723626,0.0,0.0,0.0,3.0,64.0,"[0.013873400999854932, 0.017262675430804807, 0.02529066329156237, 0.022505417720499986, 0.024820603994103102, 0.0354363986701122, 0.02190106695088615, 0.03269268500677022]","[0.01387334481571842, 0.017259129925642942, 0.025290540800061986, 0.022505386222971407, 0.024820542648059937, 0.035436299896227826, 0.02190101945955585, 0.032692639573185925]","[5.6184136513343086e-08, 3.5455051618643596e-06, 1.2249150038376455e-07, 3.149752857839472e-08, 6.13460431654611e-08, 9.877388437717904e-08, 4.74913303023794e-08, 4.543358429753841e-08]","[5.6184136513343086e-08, 3.5455051618643596e-06, 1.2249150038376455e-07, 3.149752857839472e-08, 6.13460431654611e-08, 9.877388437717904e-08, 4.74913303023794e-08, 4.543358429753841e-08]",3.5455051618643596e-06,6.861700221211242e-07,"[5.618410168009569e-08, 3.5455044372530164e-06, 1.2249141845624423e-07, 3.149752750286616e-08, 6.134603394367111e-08, 9.877384544998424e-08, 4.7491320369352774e-08, 4.543356276268118e-08]",0.00016601524320369876,0.0,0.0,0.9999654846493307,True,50.0,0.026000000000000002,1e-05,banded ADMM with dual certificate,0.0033386270006303675,13.0,13.0,8.0,0.5*sum_train((z-y)^2)+lambda*sum(abs(Bz))
burgers,pod_weak,POD only + weak,32,0.05,3,0865f2cceb22e03bf0e1c5f8c3bfd2a6f18c3b8b87d08ad0939a4923b2c01602,13,0.16,1.92,8,1,0.9888787514473661,1.0,0.011246321691467569,0.03,1,0.09120222701891138,0.09049190209070058,112,8,0.04554954499538705,13,ok,0.02761957400070969,,,,,,,,,,,,,,,,,,,,,,,,,,,,
burgers,raw_weak,Raw + weak,32,0.05,3,0865f2cceb22e03bf0e1c5f8c3bfd2a6f18c3b8b87d08ad0939a4923b2c01602,13,0.16,1.92,0,1,0.9877328961971721,1.0,0.012419454540855215,0.03,1,0.09155772324159875,0.09066155155857239,112,8,0.05097254497283116,13,ok,0.027635220001684502,,,,,,,,,,,,,,,,,,,,,,,,,,,,
