system,method,method_label,noise,sparse_factor,support_f1_mean,coef_error_median,coef_error_mean,coef_error_max,derivative_error_median,state_error_median,exact_support_count,exact_support_rate,practical_score_mean,n_ok,n_seeds,support_f1_se,coef_error_se,practical_score_se
fisher_kpp,tv_diff,TV differentiation,0.05,8,0.8,0.0222677292411362,0.02232644515148426,0.023003673333067,0.0647338509083123,0.0056267584785727,0,0.0,0.7825290823919684,5,5,0.0,0.00023908098009683786,0.000183023191045113
fisher_kpp,tv_diff,TV differentiation,0.05,32,0.8,0.0315568438680726,0.03404525737558236,0.0542354317324728,0.0664844641357283,0.0091556755711112,0,0.0,0.7737602322102076,5,5,0.0,0.0058904700765666515,0.00437583746570018
fisher_kpp,tv_diff,TV differentiation,0.1,8,0.8,0.0260279070947617,0.028670103281109683,0.0349003353247959,0.0833585156608704,0.0094892965508943,0,0.0,0.7777194774791077,5,5,0.0,0.002356749852595117,0.001779491172389551
fisher_kpp,tv_diff,TV differentiation,0.1,32,0.7733333333333333,0.0295343161293719,0.18583723072662225,0.7949434126389817,0.1168450279825398,0.017240308833518,0,0.0,0.6935425107988231,5,5,0.02666666666666669,0.1523235920945318,0.0805811830217
fisher_kpp,tv_diff,TV differentiation,0.2,8,0.7466666666666667,0.0705856352565661,0.328070198278194,0.7279196272875781,0.1221895979730568,0.0188385387642673,0,0.0,0.6049372430755313,5,5,0.03265986323710905,0.15989843142626778,0.08870536486544996
fisher_kpp,tv_diff,TV differentiation,0.2,32,0.72,0.7889992325026373,0.5009359392188703,0.8340331390874531,0.1408582502543961,0.0295444149917965,0,0.0,0.5301685517461848,5,5,0.032659863237109066,0.19062682180801224,0.09937060019215269
fisher_kpp,tv_diff,TV differentiation,0.5,8,0.6957575757575757,0.879426459421338,0.5542463836569301,0.9183078068280812,0.165203025801817,0.0387105913735224,0,0.0,0.5054108802999165,5,5,0.04796693075735609,0.2093820027771494,0.10791165579497114
fisher_kpp,tv_diff,TV differentiation,0.5,32,0.6448484848484848,0.8984722758009352,0.7392078924250421,0.9767828435500407,0.2414772298749545,0.0714400840484992,0,0.0,0.40346534909808796,5,5,0.04731932435380155,0.1672894816704934,0.08637376742589925
lorenz63,baseline,Raw FD,0.05,16,0.7303006535947713,0.854080849161795,0.65950015510966,0.9090810139942292,0.2433030399150765,0.0259856642962431,0,0.0,0.44820309963223137,5,5,0.05132683359008102,0.13581691676783614,0.040262967503991436
lorenz63,baseline,Raw FD,0.05,64,0.6030769230769231,1.0287337200866402,1.0173133055647798,1.0296585673629055,0.9451647451273126,0.0255186629940273,0,0.0,0.2984095448501511,5,5,0.05173136497607586,0.011480319024176401,0.024381001455871954
