system,method,method_label,sparse_factor,obs_dt,noise,seed,n_observed,observed_t_end,base_t_end,cropped_time,pod_rank,upsample,support_f1,coef_error,practical_score,threshold,exact_support,derivative_error,state_error,status,wall_seconds,tv_lambda,tv_cv_mse,tv_grid_edge,tv_grid_lower,tv_grid_upper,tv_cv_folds,tv_cv_spatial_points,tv_final_primal_objective,tv_final_dual_objective,tv_final_primal_dual_gap,tv_final_relative_primal_dual_gap,tv_final_max_relative_gap,tv_final_kkt_stationarity_max,tv_final_kkt_complementarity_gap,tv_final_kkt_subgradient_prox_max,tv_final_masked_dual_stationarity_max,tv_final_dual_box_violation,tv_final_dual_scale_min,tv_final_converged,tv_final_iterations,tv_final_rho,tv_final_tolerance,tv_final_method,tv_final_elapsed_seconds,tv_final_n_observed,tv_final_n_times,tv_final_n_channels,tv_final_objective
burgers,pod_tv_diff,POD + TV differentiation,32,0.16,0.05,1,13,1.92,2.0,0.08000000000000007,8,1,0.6666666666666666,0.3699978453425864,0.48661877019226824,0.1,0,0.24370964419729352,0.03977137578928814,ok,0.06150039600015589,0.01,0.004275927374297141,0.0,0.0,0.0,3.0,64.0,"[0.013763609507058064, 0.018667982363650856, 0.023068474532022754, 0.020424357611684398, 0.028046694584192507, 0.03309843641948075, 0.03027311182989177, 0.019362918838896192]","[0.01376354760640948, 0.018663591908279265, 0.02306837135194119, 0.020424069199599583, 0.02804647825969748, 0.0330983683746584, 0.030272999934089512, 0.019362836747657777]","[6.190064858434263e-08, 4.390455371591079e-06, 1.0318008156554037e-07, 2.884120848152538e-07, 2.1632449502886897e-07, 6.804482235306386e-08, 1.1189580225584583e-07, 8.209123841459998e-08]","[6.190064858434263e-08, 4.390455371591079e-06, 1.0318008156554037e-07, 2.884120848152538e-07, 2.1632449502886897e-07, 6.804482235306386e-08, 1.1189580225584583e-07, 8.209123841459998e-08]",4.390455371591079e-06,1.4814991217276807e-06,"[6.190064735268896e-08, 4.3904522287231684e-06, 1.0318005912862693e-07, 2.8841190696446417e-07, 2.1632435661875227e-07, 6.804480499195131e-08, 1.1189568396158256e-07, 8.209123421309972e-08]",0.0002515897108354981,0.0,0.0,0.9999468243328433,True,50.0,0.026000000000000002,1e-05,banded ADMM with dual certificate,0.0022607389996665006,13.0,13.0,8.0,0.5*sum_train((z-y)^2)+lambda*sum(abs(Bz))
burgers,baseline,Raw FD,32,0.16,0.05,2,13,1.92,2.0,0.08000000000000007,0,1,0.6666666666666666,0.4724064843139417,0.4527735199273424,0.1,0,0.2981100637282311,0.0515093498754782,ok,0.008050722999996651,,,,,,,,,,,,,,,,,,,,,,,,,,,,
burgers,pod_edmd_rbf,POD-EDMD-RBF,32,0.16,0.05,2,13,1.92,2.0,0.08000000000000007,8,5,0.6666666666666666,0.4643523382328587,0.45526383866821435,0.1,0,0.7786277141650826,0.052503071860316206,ok,0.033819376999872475,,,,,,,,,,,,,,,,,,,,,,,,,,,,
burgers,tv_diff,TV differentiation,32,0.16,0.05,2,13,1.92,2.0,0.08000000000000007,0,1,0.6666666666666666,0.3702617473559595,0.48652505111016825,0.1,0,0.2516314903457392,0.04010156571740631,ok,0.06748293900000135,0.01,0.006545413167575712,0.0,0.0,0.0,3.0,8.0,"[0.014538532540103177, 0.007593161066387566, 0.00947690086806665, 0.004444396937880883, 0.006733082214542019, 0.007597104091177738, 0.011864253647657032, 0.007777721372282686, 0.009525063182805403, 0.006661463605211728, 0.005693777919082325, 0.004070011161377824, 0.006390695568718586, 0.004730978357765533, 0.005743097672554044, 0.007677059540553944, 0.011348110700865962, 0.006074368951645339, 0.009023003671469914, 0.009653495504972227, 0.007750091612570106, 0.01358964021245401, 0.0052166949292155994, 0.011882347263110125, 0.012127105028746598, 0.00634963806408492, 0.007715408838572094, 0.009756710022106391, 0.010475107712578518, 0.010177281153517532, 0.008662935631605933, 0.01125368229538964, 0.008428581773757032, 0.00987306398666191, 0.010133139374988928, 0.01517790985388225, 0.009970497104451874, 0.011088392967812406, 0.0109054103170622, 0.011458093580215342, 0.011498642773238657, 0.011838324540109274, 0.006906578362330093, 0.008378497320143055, 0.009400452854160662, 0.012506486266359328, 0.009896311846301853, 0.009420577624171842, 0.011639259290682016, 0.0072843564100082145, 0.009200340042648747, 0.00824030639407419, 0.005140557204734781, 0.006123414558254972, 0.00639087719363398, 0.011255837411835876, 0.006626804889528079, 0.005256398803654442, 0.00764361568926354, 0.00713988682846051, 0.010408522141602162, 0.005008668931432297, 0.008698134072841467, 0.006788320038703392]","[0.0145367148027564, 0.0075931597691665294, 0.009476855014538994, 0.004444354509635288, 0.006733082199627885, 0.007596963927524822, 0.011864253592603423, 0.00777738624589944, 0.009524990683407092, 0.006661332069373797, 0.005684046340409154, 0.004069993833086384, 0.006390695567852058, 0.004730938729438619, 0.0057430155310262175, 0.007677026636211537, 0.011348087285453537, 0.006074303630153777, 0.009023003670613018, 0.009653495478649982, 0.007749435851070288, 0.013589639995239947, 0.005216672785455253, 0.011882347253591824, 0.012127104948278023, 0.006349585089059288, 0.007715337803592239, 0.009756709830379753, 0.010475106771758563, 0.010177280876490833, 0.008662932380016461, 0.011253667263092203, 0.008428581769359705, 0.009873063968661229, 0.010133139281331024, 0.015177909663561088, 0.009970486953445736, 0.011088333516935295, 0.010905410271168951, 0.011458093576030014, 0.011498640154989501, 0.01183832443284527, 0.0069065588919474084, 0.008378497305111131, 0.009400367549591785, 0.012506486265429386, 0.009896311813171991, 0.009420553724123617, 0.011639259235257009, 0.0072827962971801306, 0.009200340005573128, 0.008240298800656165, 0.005140557204102, 0.006123414380568342, 0.006388263535817619, 0.011255837244517975, 0.006626804886312969, 0.0052563988035748705, 0.007643051755609247, 0.007137198491149207, 0.010408522102655778, 0.005008668835780446, 0.008698062345892009, 0.006788293918344517]","[1.8177373467768293e-06, 1.2972210363185188e-09, 4.585352765540396e-08, 4.242824559481245e-08, 1.491413416376819e-11, 1.4016365291590754e-07, 5.5053609240851564e-11, 3.3512638324562777e-07, 7.249939831116547e-08, 1.3153583793088647e-07, 9.731578673170815e-06, 1.7328291440632526e-08, 8.665282033581967e-13, 3.962832691335738e-08, 8.214152782612394e-08, 3.290434240701967e-08, 2.3415412424981907e-08, 6.532149156215222e-08, 8.568961512578355e-13, 2.6322244731091793e-11, 6.557614998185107e-07, 2.1721406270880372e-10, 2.214376034620491e-08, 9.518301077870994e-12, 8.046857451204925e-11, 5.297502563179901e-08, 7.103497985487539e-08, 1.9172663803801449e-10, 9.408199549282292e-10, 2.7702669845586225e-10, 3.2515894716339533e-09, 1.503229743807233e-08, 4.397326253124945e-12, 1.800068080703987e-11, 9.365790434867627e-11, 1.9032116160833112e-10, 1.0151006138089946e-08, 5.94508771101232e-08, 4.589324927029015e-11, 4.185327431849295e-12, 2.6182491556780985e-09, 1.0726400323513019e-10, 1.9470382684599885e-08, 1.503192362251049e-11, 8.530456887742566e-08, 9.299418873842669e-13, 3.3129861701231e-11, 2.3900048225222736e-08, 5.5425006598164295e-11, 1.560112828083958e-06, 3.707561861687747e-11, 7.593418024573473e-09, 6.327811538642258e-13, 1.7768663016642927e-10, 2.613657816360679e-06, 1.6731790085378062e-10, 3.2151096021615366e-12, 7.957176584305614e-14, 5.639336542930667e-07, 2.6883373113028436e-06, 3.8946384312010807e-11, 9.565185102311524e-11, 7.172694945802027e-08, 2.612035887496894e-08]","[1.8177373467768293e-06, 1.2972210363185188e-09, 4.585352765540396e-08, 4.242824559481245e-08, 1.491413416376819e-11, 1.4016365291590754e-07, 5.5053609240851564e-11, 3.3512638324562777e-07, 7.249939831116547e-08, 1.3153583793088647e-07, 9.731578673170815e-06, 1.7328291440632526e-08, 8.665282033581967e-13, 3.962832691335738e-08, 8.214152782612394e-08, 3.290434240701967e-08, 2.3415412424981907e-08, 6.532149156215222e-08, 8.568961512578355e-13, 2.6322244731091793e-11, 6.557614998185107e-07, 2.1721406270880372e-10, 2.214376034620491e-08, 9.518301077870994e-12, 8.046857451204925e-11, 5.297502563179901e-08, 7.103497985487539e-08, 1.9172663803801449e-10, 9.408199549282292e-10, 2.7702669845586225e-10, 3.2515894716339533e-09, 1.503229743807233e-08, 4.397326253124945e-12, 1.800068080703987e-11, 9.365790434867627e-11, 1.9032116160833112e-10, 1.0151006138089946e-08, 5.94508771101232e-08, 4.589324927029015e-11, 4.185327431849295e-12, 2.6182491556780985e-09, 1.0726400323513019e-10, 1.9470382684599885e-08, 1.503192362251049e-11, 8.530456887742566e-08, 9.299418873842669e-13, 3.3129861701231e-11, 2.3900048225222736e-08, 5.5425006598164295e-11, 1.560112828083958e-06, 3.707561861687747e-11, 7.593418024573473e-09, 6.327811538642258e-13, 1.7768663016642927e-10, 2.613657816360679e-06, 1.6731790085378062e-10, 3.2151096021615366e-12, 7.957176584305614e-14, 5.639336542930667e-07, 2.6883373113028436e-06, 3.8946384312010807e-11, 9.565185102311524e-11, 7.172694945802027e-08, 2.612035887496894e-08]",9.731578673170815e-06,8.312608927925347e-06,"[1.8177324173813958e-06, 1.297221029379625e-09, 4.585351118246983e-08, 4.242823905924176e-08, 1.491413416376819e-11, 1.4016345638171238e-07, 5.5053604036681136e-11, 3.3512638218267596e-07, 7.249933530947827e-08, 1.315356147040675e-07, 9.731578662003533e-06, 1.7328291319635564e-08, 8.665264686347207e-13, 3.962832526623744e-08, 8.214152314020215e-08, 3.2904336735341266e-08, 2.341541152812987e-08, 6.532146966040098e-08, 8.568970186195735e-13, 2.632224559845353e-11, 6.557611570198046e-07, 2.1721406097408025e-10, 2.214375988650319e-08, 9.518299343147518e-12, 8.046857451204925e-11, 5.297502531087517e-08, 7.103497172249174e-08, 1.9172663803801449e-10, 9.40819942785165e-10, 2.770266906496066e-10, 3.251589082188533e-09, 1.5032295774472515e-08, 4.397323651039731e-12, 1.8000679939678133e-11, 9.365789740978236e-11, 1.9032115987360765e-10, 1.0151006079109348e-08, 5.945087531294968e-08, 4.589325620918405e-11, 4.185322227678867e-12, 2.6182489162862588e-09, 1.0726399456151281e-10, 1.9470381667184566e-08, 1.503192362251049e-11, 8.530455991237473e-08, 9.299401526607909e-13, 3.312986256859274e-11, 2.3900046631011862e-08, 5.542500573080256e-11, 1.560112425286371e-06, 3.707561861687747e-11, 7.593417781712186e-09, 6.327763833746669e-13, 1.776866158549606e-10, 2.6136352037440386e-06, 1.6731789738433367e-10, 3.2151087347997986e-12, 7.957653633261508e-14, 5.639328078468897e-07, 2.6882469945617785e-06, 3.894638604673428e-11, 9.565185145679611e-11, 7.172692405386233e-08, 2.612035546536995e-08]",0.0006593748858824688,0.0,0.0,0.9997572967511931,True,75.0,0.052000000000000005,1e-05,banded ADMM with dual certificate,0.004923705000237533,13.0,13.0,64.0,0.5*sum_train((z-y)^2)+lambda*sum(abs(Bz))
burgers,pod_tv_diff,POD + TV differentiation,32,0.16,0.05,2,13,1.92,2.0,0.08000000000000007,8,1,0.6666666666666666,0.38832503062968327,0.4801949485591972,0.1,0,0.26066428890099236,0.04212828733339558,ok,0.0558903050000481,0.01,0.004708622431723678,0.0,0.0,0.0,3.0,64.0,"[0.012118004866961608, 0.019305751887515238, 0.026054899961985737, 0.022992012431232323, 0.020531669722130566, 0.03788829647776448, 0.03085818814733654, 0.02441874305793553]","[0.012117986904079343, 0.019305709522257387, 0.02605480618429266, 0.022991884770114844, 0.02053156818353361, 0.03788820458648362, 0.030858020524594174, 0.024418714159255478]","[1.7962882264965785e-08, 4.2365257850451865e-08, 9.377769307622463e-08, 1.2766111747927744e-07, 1.0153859695757883e-07, 9.189128086228848e-08, 1.676227423669241e-07, 2.8898680053124348e-08]","[1.7962882264965785e-08, 4.2365257850451865e-08, 9.377769307622463e-08, 1.2766111747927744e-07, 1.0153859695757883e-07, 9.189128086228848e-08, 1.676227423669241e-07, 2.8898680053124348e-08]",1.676227423669241e-07,2.505279004666461e-07,"[1.7962882166086547e-08, 4.236524541595399e-08, 9.377763470971856e-08, 1.2766109947284776e-07, 1.0153855807201739e-07, 9.189125152464506e-08, 1.6762256976540768e-07, 2.8898676264488277e-08]",1.7353605796799343e-06,0.0,0.0,0.9999923598903061,True,50.0,0.026000000000000002,1e-05,banded ADMM with dual certificate,0.0017791029999898456,13.0,13.0,8.0,0.5*sum_train((z-y)^2)+lambda*sum(abs(Bz))
burgers,baseline,Raw FD,32,0.16,0.05,3,13,1.92,2.0,0.08000000000000007,0,1,0.6666666666666666,0.443038819301183,0.46198803368956615,0.1,0,0.28887413556395236,0.05160759856815319,ok,0.004344071999639709,,,,,,,,,,,,,,,,,,,,,,,,,,,,
burgers,pod_edmd_rbf,POD-EDMD-RBF,32,0.16,0.05,3,13,1.92,2.0,0.08000000000000007,8,5,0.6666666666666666,0.37555936338425094,0.4846513239722966,0.1,0,0.6166074571787556,0.0474014990149974,ok,0.020228658999712934,,,,,,,,,,,,,,,,,,,,,,,,,,,,
burgers,tv_diff,TV differentiation,32,0.16,0.05,3,13,1.92,2.0,0.08000000000000007,0,1,0.6666666666666666,0.42905218602362416,0.4665096720657098,0.1,0,0.2822453719560384,0.04996600689535888,ok,0.04588519400022051,0.001,0.0038600959230857537,0.0,0.0,0.0,3.0,8.0,"[0.0012580907902902457, 0.0007582404346053425, 0.0008656478114821248, 0.0007900991752020475, 0.0006629860153398828, 0.0009289232760288696, 0.0008057174434695748, 0.0014747385415355178, 0.0008539868915238829, 0.0007973726153484258, 0.0013467125895764425, 0.0006680001562459471, 0.0008146946384251661, 0.0017528524950114607, 0.0007913116494556893, 0.0011553816936409756, 0.0009946226633307902, 0.0013147455020574214, 0.000976857631666549, 0.0010940062442711795, 0.0009298844597545547, 0.0006885919367408508, 0.0012176057239407275, 0.0013478964236014396, 0.001284361402342435, 0.0009874218192903496, 0.0013498878485523915, 0.0012030178208585589, 0.001393440614755592, 0.0019110542558665243, 0.0007931950272235742, 0.001190932807924913, 0.0007924854746929294, 0.0011728831981232786, 0.0012977482346380523, 0.001211813739174427, 0.001520876971275008, 0.0012949821738520689, 0.0016998459809473932, 0.0012629772043535748, 0.0009653696610221929, 0.0012533084765119053, 0.0012980343830313365, 0.0015264730246901514, 0.00112037369794837, 0.0009892401460706857, 0.0015145066407149417, 0.0009320092712431823, 0.0011553379768959892, 0.0010881255975340167, 0.001407171903768346, 0.0011115430900930745, 0.0012648884201975697, 0.0014571034348922689, 0.000524389137318127, 0.001360036702744324, 0.0008668324927668061, 0.0016416795694802321, 0.001407129188192774, 0.0010758010972919103, 0.0016788372243167215, 0.0014385536349458099, 0.0009762393177642282, 0.001154597862508748]","[0.0012562884765376938, 0.0007574169383418506, 0.0008644126723975732, 0.0007894388026513045, 0.0006626799128494894, 0.0009280641035241291, 0.0008045189978667404, 0.0014703982807375518, 0.0008527895474103066, 0.0007959364543225498, 0.0013449592426988445, 0.0006674115652689658, 0.0008128539744531099, 0.0017480720368890142, 0.0007911043878604316, 0.0011534542055141091, 0.0009934082486264875, 0.0013122439996949289, 0.0009753650469552885, 0.0010918260883869845, 0.0009293164229931181, 0.0006879309865479475, 0.0012163648115848886, 0.001344346032124786, 0.001282674042231207, 0.000985302940279415, 0.0013472976259716637, 0.0012017202583928283, 0.0013916031044318216, 0.0019035799918083712, 0.00079273079636738, 0.0011890070003700195, 0.0007919374684628667, 0.0011695181490537895, 0.0012969073831194029, 0.0012099040322441764, 0.0015189991654715885, 0.0012930177539537636, 0.0016970644150176217, 0.0012604524794354059, 0.0009637334524416314, 0.0012498460071772135, 0.0012952278097298256, 0.0015227648998062668, 0.0011176693806645847, 0.000988267712171639, 0.0015129244824704574, 0.0009311283430156078, 0.0011541666775500218, 0.0010873223707867272, 0.0014048282791229553, 0.001110227312207754, 0.0012614941159428898, 0.0014551736730738034, 0.0005239988638482962, 0.00135867241041793, 0.0008657072097343597, 0.0016392816172829752, 0.0014051922442768136, 0.0010738897521879614, 0.0016761491323318226, 0.001436878037193724, 0.000975085458938187, 0.001153491848226642]","[1.8023137525519008e-06, 8.234962634918368e-07, 1.2351390845515313e-06, 6.603725507429515e-07, 3.061024903933899e-07, 8.591725047404995e-07, 1.1984456028344683e-06, 4.340260797965935e-06, 1.197344113576266e-06, 1.4361610258760687e-06, 1.7533468775979971e-06, 5.885909769813699e-07, 1.8406639720561788e-06, 4.780458122446464e-06, 2.0726159525761515e-07, 1.9274881268664928e-06, 1.214414704302615e-06, 2.501502362492556e-06, 1.492584711260494e-06, 2.180155884194939e-06, 5.680367614366126e-07, 6.609501929032927e-07, 1.2409123558388899e-06, 3.550391476653562e-06, 1.6873601112279459e-06, 2.1188790109345247e-06, 2.5902225807277347e-06, 1.2975624657306055e-06, 1.8375103237704138e-06, 7.4742640581531e-06, 4.6423085619422873e-07, 1.925807554893459e-06, 5.480062300626445e-07, 3.3650490694891056e-06, 8.408515186494273e-07, 1.9097069302504745e-06, 1.877805803419388e-06, 1.9644198983052776e-06, 2.7815659297714557e-06, 2.524724918168955e-06, 1.6362085805615234e-06, 3.4624693346918534e-06, 2.806573301510811e-06, 3.708124883884537e-06, 2.704317283785257e-06, 9.724338990465924e-07, 1.5821582444843288e-06, 8.809282275745343e-07, 1.1712993459673995e-06, 8.032267472895226e-07, 2.3436246453906705e-06, 1.3157778853203905e-06, 3.3943042546799237e-06, 1.9297618184654225e-06, 3.9027346983083397e-07, 1.3642923263940034e-06, 1.1252830324463706e-06, 2.397952197256926e-06, 1.9369439159604932e-06, 1.9113451039489467e-06, 2.688091984898904e-06, 1.6755977520859205e-06, 1.1538588260411476e-06, 1.1060142821061637e-06]","[1.8023137525519008e-06, 8.234962634918368e-07, 1.2351390845515313e-06, 6.603725507429515e-07, 3.061024903933899e-07, 8.591725047404995e-07, 1.1984456028344683e-06, 4.340260797965935e-06, 1.197344113576266e-06, 1.4361610258760687e-06, 1.7533468775979971e-06, 5.885909769813699e-07, 1.8406639720561788e-06, 4.780458122446464e-06, 2.0726159525761515e-07, 1.9274881268664928e-06, 1.214414704302615e-06, 2.501502362492556e-06, 1.492584711260494e-06, 2.180155884194939e-06, 5.680367614366126e-07, 6.609501929032927e-07, 1.2409123558388899e-06, 3.550391476653562e-06, 1.6873601112279459e-06, 2.1188790109345247e-06, 2.5902225807277347e-06, 1.2975624657306055e-06, 1.8375103237704138e-06, 7.4742640581531e-06, 4.6423085619422873e-07, 1.925807554893459e-06, 5.480062300626445e-07, 3.3650490694891056e-06, 8.408515186494273e-07, 1.9097069302504745e-06, 1.877805803419388e-06, 1.9644198983052776e-06, 2.7815659297714557e-06, 2.524724918168955e-06, 1.6362085805615234e-06, 3.4624693346918534e-06, 2.806573301510811e-06, 3.708124883884537e-06, 2.704317283785257e-06, 9.724338990465924e-07, 1.5821582444843288e-06, 8.809282275745343e-07, 1.1712993459673995e-06, 8.032267472895226e-07, 2.3436246453906705e-06, 1.3157778853203905e-06, 3.3943042546799237e-06, 1.9297618184654225e-06, 3.9027346983083397e-07, 1.3642923263940034e-06, 1.1252830324463706e-06, 2.397952197256926e-06, 1.9369439159604932e-06, 1.9113451039489467e-06, 2.688091984898904e-06, 1.6755977520859205e-06, 1.1538588260411476e-06, 1.1060142821061637e-06]",7.4742640581531e-06,1.991255192966123e-05,"[1.8022569346098395e-06, 8.23468643643588e-07, 1.235051860192936e-06, 6.603435490967063e-07, 3.0608698104687016e-07, 8.591593917817554e-07, 1.1983414813301896e-06, 4.339901017296269e-06, 1.1973003752505876e-06, 1.4359695465498588e-06, 1.7532702105112555e-06, 5.885438587872579e-07, 1.8403388760608076e-06, 4.77992773978593e-06, 2.0725906316003666e-07, 1.9273300000733663e-06, 1.21432372221183e-06, 2.5011788185188254e-06, 1.4925080266961965e-06, 2.1800268001977586e-06, 5.680063887466809e-07, 6.609178012397226e-07, 1.2408851668239615e-06, 3.5498277901060363e-06, 1.6871998152342364e-06, 2.1186517961663655e-06, 2.59001636273193e-06, 1.2974040787590985e-06, 1.837395673443638e-06, 7.472828315795415e-06, 4.642222093163102e-07, 1.925705120622975e-06, 5.479754984578835e-07, 3.364536243149986e-06, 8.408214965014652e-07, 1.90949808130279e-06, 1.87765730291908e-06, 1.9643039267790586e-06, 2.7812442049163656e-06, 2.524497903456371e-06, 1.636152989082187e-06, 3.4620492538638744e-06, 2.8064188977536698e-06, 3.7075756389184054e-06, 2.7038469488911785e-06, 9.723822350039737e-07, 1.5820774574299822e-06, 8.808970826062025e-07, 1.171211316509978e-06, 8.031945944546575e-07, 2.343225237845005e-06, 1.3157048852107441e-06, 3.3941312771674018e-06, 1.9296361976289898e-06, 3.90244091708937e-07, 1.3642176641167746e-06, 1.1252758241077354e-06, 2.397751799833878e-06, 1.936775952352844e-06, 1.9111536161021004e-06, 2.6879333401264548e-06, 1.6755145880529686e-06, 1.153787347607624e-06, 1.1059827193799898e-06]",0.0005649657097208105,0.0,0.0,0.9950246743539682,True,25.0,0.01,1e-05,banded ADMM with dual certificate,0.001957803000095737,13.0,13.0,64.0,0.5*sum_train((z-y)^2)+lambda*sum(abs(Bz))
burgers,pod_tv_diff,POD + TV differentiation,32,0.16,0.05,3,13,1.92,2.0,0.08000000000000007,8,1,0.6666666666666666,0.34127019506050116,0.4970412890123119,0.1,0,0.24465366058465793,0.042004891618410096,ok,0.055760479000127816,0.01,0.004459174904723626,0.0,0.0,0.0,3.0,64.0,"[0.013873400999854932, 0.017262675430804807, 0.02529066329156237, 0.022505417720499986, 0.024820603994103102, 0.0354363986701122, 0.02190106695088615, 0.03269268500677022]","[0.01387334481571842, 0.017259129925642942, 0.025290540800061986, 0.022505386222971407, 0.024820542648059937, 0.035436299896227826, 0.02190101945955585, 0.032692639573185925]","[5.6184136513343086e-08, 3.5455051618643596e-06, 1.2249150038376455e-07, 3.149752857839472e-08, 6.13460431654611e-08, 9.877388437717904e-08, 4.74913303023794e-08, 4.543358429753841e-08]","[5.6184136513343086e-08, 3.5455051618643596e-06, 1.2249150038376455e-07, 3.149752857839472e-08, 6.13460431654611e-08, 9.877388437717904e-08, 4.74913303023794e-08, 4.543358429753841e-08]",3.5455051618643596e-06,6.861700221211242e-07,"[5.618410168009569e-08, 3.5455044372530164e-06, 1.2249141845624423e-07, 3.149752750286616e-08, 6.134603394367111e-08, 9.877384544998424e-08, 4.7491320369352774e-08, 4.543356276268118e-08]",0.00016601524320369876,0.0,0.0,0.9999654846493307,True,50.0,0.026000000000000002,1e-05,banded ADMM with dual certificate,0.0019660549996842747,13.0,13.0,8.0,0.5*sum_train((z-y)^2)+lambda*sum(abs(Bz))
burgers,baseline,Raw FD,32,0.16,0.05,4,13,1.92,2.0,0.08000000000000007,0,1,0.6666666666666666,0.4797427986309519,0.4505287454572931,0.1,0,0.2747326867879231,0.04938337316210852,ok,0.004352614999788784,,,,,,,,,,,,,,,,,,,,,,,,,,,,
burgers,pod_edmd_rbf,POD-EDMD-RBF,32,0.16,0.05,4,13,1.92,2.0,0.08000000000000007,8,5,0.6666666666666666,0.4273200668589886,0.46707580321052805,0.1,0,0.6418827350047331,0.04742369946411576,ok,0.021242679000351927,,,,,,,,,,,,,,,,,,,,,,,,,,,,
