setting,system,method,strategy,seed,sparse_factor,noise,support_f1_archived,coef_error_archived,practical_score_archived,threshold_archived,status_archived,support_f1_reexecuted,coef_error_reexecuted,practical_score_reexecuted,threshold_reexecuted,status_reexecuted,coefficient_error_drift
PDE,fisher_kpp,pod_edmd_rbf,baseline,4,32,0.1,0.8,0.0230173177993591,0.7820004471878367,0.1,ok,0.8,0.0230195987146192,0.7819987036467007,0.1,ok,2.2809152601006855e-06
PDE,fisher_kpp,pod_edmd_rbf,baseline,5,32,0.1,0.8,0.0778280524357659,0.7422334185792373,0.3,ok,0.8,0.0778448209224795,0.742221871340733,0.3,ok,1.6768486713600317e-05
PDE,fisher_kpp,pod_edmd_rbf,baseline,6,32,0.1,0.8,0.0369627991108532,0.7714837993088686,0.1,ok,0.8,0.0369695649783711,0.7714787656440873,0.1,ok,6.76586751790359e-06
PDE,fisher_kpp,pod_edmd_rbf,baseline,7,32,0.1,0.8,0.0739014321342914,0.7449473257616067,0.1,ok,0.8,0.0738841544891302,0.7449593111657162,0.1,ok,-1.727764516119834e-05
PDE,fisher_kpp,pod_edmd_rbf,baseline,8,32,0.1,0.8,0.0629478946057196,0.7526239094690007,0.1,ok,0.8,0.0629366256243731,0.7526318885945594,0.1,ok,-1.1268981346498896e-05
PDE,fisher_kpp,pod_edmd_rbf,baseline,9,32,0.1,0.8,0.0687789443121876,0.7485177400410333,0.03,ok,0.8,0.0687732776854431,0.748521708675666,0.03,ok,-5.66662674450491e-06
PDE,fisher_kpp,pod_edmd_rbf,baseline,10,32,0.1,0.8,0.0589345314760549,0.7554763549781264,0.1,ok,0.8,0.0589485020266343,0.755466388090588,0.1,ok,1.3970550579396612e-05
PDE,fisher_kpp,pod_edmd_rbf,baseline,11,32,0.1,0.8,0.0659219200061305,0.7505240158635624,0.3,ok,0.8,0.0659119979517191,0.7505310021252208,0.3,ok,-9.922054411387604e-06
PDE,fisher_kpp,pod_edmd_rbf,baseline,12,32,0.1,0.8,0.0381903304721235,0.7705716153570752,0.3,ok,0.8,0.0381765151833809,0.7705818695568258,0.3,ok,-1.381528874259963e-05
PDE,fisher_kpp,pod_edmd_rbf,baseline,13,32,0.1,0.8,0.0322605932020522,0.7749981015146723,0.1,ok,0.8,0.0322527427999832,0.7750039954652984,0.1,ok,-7.85040206899984e-06
